status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,classification_clean,quantity_numeric,defect_labeling_error,defect_sterility_breach,defect_container_closure,defect_blister_seal,defect_moisture_ingress,defect_foreign_substance,defect_potency_issues,defect_manufacturing_defect,defect_stability_degradation,defect_documentation_error,defect_cross_contamination,defect_packaging_defect,defect_tablet_defect,primary_defect,packaging_format,dosage_form,days_to_resolution,recall_year,severity_score,estimated_cost_impact,risk_score,risk_level
Terminated,Holbrook,MA,United States,Class III,{},Drugs,65676,Braintree Laboratories Inc.,270 Centre St,N/A,02343-1073,Voluntary: Firm initiated,Letter,Nationwie,D-911-2013,Braintree HalfLytely and Bisacodyl Tablet Bowel Prep Kit (Rx)   NDC 52268-523-02,"10,362 kit cartons",Defective Container; Small micro fracture observed in the 2-Liter bottle at the fill line resulting in a small leak when patient reconstitutes the bulk powder,2013-07-15,2013-08-20,2014-01-21,20130828,Lot 3013002 Exp. 08/14,,III,10362.0,False,False,True,False,False,False,False,False,False,False,False,False,False,container_closure,unknown,tablets,190.0,2013,1,23384,8,Medium
Terminated,Abbott Park,IL,United States,Class II,"{'application_number': ['NDA021402'], 'brand_name': ['SYNTHROID'], 'generic_name': ['LEVOTHYROXINE SODIUM'], 'manufacturer_name': ['AbbVie Inc.'], 'product_ndc': ['0074-3727', '0074-4341', '0074-4552', '0074-5182', '0074-6594', '0074-6624', '0074-9296', '0074-7068', '0074-7069', '0074-7070', '0074-7148', '0074-7149'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['LEVOTHYROXINE SODIUM'], 'rxcui': ['892246', '892251', '892255', '966158', '966171', '966185', '966191', '966201', '966205', '966218', '966220', '966221', '966222', '966224', '966225', '966247', '966248', '966249', '966250', '966251', '966253', '966270', '966271', '966282'], 'spl_id': ['b85ab7fa-ba96-43cd-b736-44b3924e644c'], 'spl_set_id': ['1e11ad30-1041-4520-10b0-8f9d30d30fcc'], 'package_ndc': ['0074-4341-13', '0074-4341-90', '0074-4341-19', '0074-4341-72', '0074-4552-13', '0074-4552-90', '0074-4552-19', '0074-4552-11', '0074-4552-71', '0074-4552-72', '0074-5182-13', '0074-5182-90', '0074-5182-71', '0074-5182-19', '0074-5182-11', '0074-5182-72', '0074-6594-13', '0074-6594-90', '0074-6594-71', '0074-6594-19', '0074-6594-72', '0074-6624-13', '0074-6624-90', '0074-6624-19', '0074-6624-11', '0074-6624-71', '0074-6624-72', '0074-9296-13', '0074-9296-90', '0074-9296-19', '0074-9296-71', '0074-9296-72', '0074-7068-13', '0074-7068-90', '0074-7068-71', '0074-7068-19', '0074-7068-11', '0074-7068-72', '0074-3727-13', '0074-3727-90', '0074-3727-71', '0074-3727-19', '0074-3727-72', '0074-7069-90', '0074-7069-71', '0074-7069-19', '0074-7069-11', '0074-7069-72', '0074-7070-13', '0074-7070-90', '0074-7070-71', '0074-7070-19', '0074-7070-72', '0074-7148-90', '0074-7148-19', '0074-7148-71', '0074-7148-11', '0074-7148-72', '0074-7149-90', '0074-7149-19'], 'is_original_packager': [True], 'upc': ['0300747149902', '0300747068197', '0300744341194', '0300745182192', '0300747070190', '0300747069903', '0300749296192', '0300743727906', '0300747148905', '0300746624905'], 'unii': ['9J765S329G']}",Drugs,62674,Abbott Laboratories,100 Abbott Park Rd,N/A,60064-3502,Voluntary: Firm initiated,Letter,Nationwide,D-1694-2012,"Synthroid (levothyroxine sodium) Tablets USP, 50 mcg, Rx Only, 90-Count Bottle, Abbott Laboratories, North Chicago, IL 60064, NDC: 0074-4552-90.","53,448 Bottles",Defective Container: A number of Synthroid bottles have a localized thin wall defect on the bottom which may potentially impact the stability of the tablets.,2012-07-19,2012-09-26,2013-11-01,20121003,"18265A8, Exp 09/20/2013",,II,53448.0,False,False,True,False,False,False,False,False,True,False,False,False,False,container_closure,bottles,tablets,470.0,2012,5,257597,12,High
Terminated,Marlborough,MA,United States,Class II,"{'application_number': ['NDA018956'], 'brand_name': ['OMNIPAQUE'], 'generic_name': ['IOHEXOL'], 'manufacturer_name': ['GE Healthcare Inc.'], 'product_ndc': ['0407-1401', '0407-1411', '0407-1412', '0407-1413', '0407-1414', '0407-1415', '0407-1416'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVASCULAR', 'INTRAVENOUS'], 'substance_name': ['IOHEXOL'], 'spl_id': ['5bd452ab-2645-4f2d-8f53-2e984ee231b4'], 'spl_set_id': ['eee15ebe-d349-4497-acef-6abe7a8247fb'], 'package_ndc': ['0407-1401-52', '0407-1411-10', '0407-1411-20', '0407-1412-10', '0407-1412-20', '0407-1412-50', '0407-1412-29', '0407-1412-30', '0407-1412-60', '0407-1412-33', '0407-1412-27', '0407-1412-49', '0407-1412-34', '0407-1412-28', '0407-1412-35', '0407-1413-11', '0407-1413-10', '0407-1413-59', '0407-1413-30', '0407-1413-50', '0407-1413-51', '0407-1413-61', '0407-1413-95', '0407-1413-98', '0407-1413-62', '0407-1413-99', '0407-1413-60', '0407-1413-63', '0407-1413-91', '0407-1413-53', '0407-1413-90', '0407-1413-65', '0407-1413-92', '0407-1413-66', '0407-1413-93', '0407-1413-96', '0407-1413-69', '0407-1414-21', '0407-1414-50', '0407-1414-51', '0407-1414-52', '0407-1414-89', '0407-1414-20', '0407-1414-90', '0407-1414-22', '0407-1414-53', '0407-1414-60', '0407-1414-91', '0407-1414-76', '0407-1414-03', '0407-1414-23', '0407-1414-93', '0407-1414-04', '0407-1414-94', '0407-1414-24', '0407-1414-80', '0407-1414-95', '0407-1415-09', '0407-1416-12'], 'is_original_packager': [True], 'nui': ['N0000180185', 'N0000010258'], 'pharm_class_epc': ['Radiographic Contrast Agent [EPC]'], 'pharm_class_moa': ['X-Ray Contrast Activity [MoA]'], 'unii': ['4419T9MX03']}",Drugs,81691,GE Healthcare Inc. Life Sciences,100 Results Way,,01752-3078,Voluntary: Firm initiated,Letter,TN,D-0319-2019,"Omnipaque (iohexol) Injection, 180mgI/mL, 20 mL Single-Dose Vial, packaged in 10 x 20 mL Vials per carton, Rx only, Distributed by GE Healthcare Inc., Marlborough, MA 01752 U.S.A.; Manufactured by GE Healthcare AS, Oslo, Norway; NDC 0407-1411-20.",1092 cartons,Defective Container: vial defect was identified that could potentially impact the container closure and result in a lack of sterility assurance and/or the potential for glass particles.,2018-10-29,2018-12-14,2023-10-30,20181226,"Lot #: 14301544, Exp 21Sep21",,II,1092.0,False,True,True,False,False,True,False,False,False,False,False,False,False,sterility_breach,vials,injections,1827.0,2018,5,201274,31,Critical
Terminated,Largo,FL,United States,Class III,{},Drugs,71601,"VistaPharm, Inc.",7265 Ulmerton Rd,N/A,33771-4809,Voluntary: Firm initiated,E-Mail,"U.S. Including: CA, IL, LA, OH, PA, and SC.",D-1831-2015,"METOCLOPRAMIDE ORAL SOLUTION, USP 10 mg/10 mL, 10 mL cups, Rx only. Manufactured by VistaPharm, Inc, Largo, FL. NDC: 66689-031-01.","84,100 Cups",Defective Container: Lids on unit dose cups are not fully qualified.,2015-06-26,2015-09-28,2017-02-14,20151007,"Lot #: 387500, Expiry: 01/17",,III,84100.0,False,False,False,False,False,False,False,False,False,False,False,True,False,packaging_defect,unknown,solutions,599.0,2015,1,26415,1,Low
Terminated,Camarillo,CA,United States,Class III,"{'application_number': ['ANDA203088'], 'brand_name': ['DULOXETINE'], 'generic_name': ['DULOXETINE HYDROCHLORIDE'], 'manufacturer_name': ['Golden State Medical Supply, Inc.'], 'product_ndc': ['60429-164', '60429-165', '60429-166'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['DULOXETINE HYDROCHLORIDE'], 'rxcui': ['596926', '596930', '596934'], 'spl_id': ['3a8cefd0-9db7-8cd0-e063-6394a90a5996'], 'spl_set_id': ['f535fcd2-a50a-4423-85d9-705fd2d9a470'], 'package_ndc': ['60429-164-60', '60429-165-30', '60429-165-90', '60429-166-30', '60429-166-10'], 'original_packager_product_ndc': ['51991-746', '51991-747', '51991-748'], 'unii': ['9044SC542W']}",Drugs,74558,Golden State Medical Supply Inc.,5187 Camino Ruiz,,93012-8601,Voluntary: Firm initiated,Letter,Nationwide. No foreign distribution.,D-1255-2016,"DULOXETINE Delayed-Release Capsules, USP, 60 mg, 1000 count bottles, Rx only, Manufactured by: Laboratorios del Dr. Esteve, SA, Martorelles, Barcelona --- NDC 60429-166-10",2077 bottles,"Labeling; Incorrect or Missing Lot and/or Exp Date; incorrect expiration date on container label is 02/2019, correct expiration date should be 02/2018",2016-06-28,2016-07-11,2016-11-28,20160720,"Lot# GS011709, GS012352",,III,2077.0,True,False,False,False,False,False,False,False,True,False,False,False,False,labeling_error,bottles,capsules,153.0,2016,1,21058,5,Low
Terminated,Skillman,NJ,United States,Class II,{},Drugs,78610,Johnson & Johnson,199 Grandview Rd,,08558-1311,Voluntary: Firm initiated,Letter,Product was distributed nationwide,D-0245-2018,Neutrogena Elevated 4-Holiday Trays (contains Neutrogena  Deep Clean Purifying Whipped Foam Cleanser)  Case Code: 00070501302866,,"Defective Container: products showed leakage (bubbles, foaming) of propellant and product from the container valve cup area.",2017-12-07,2018-01-29,2019-09-09,20180207,"Lot #: 2617RT1, 2617RT2, 2627RT2,  2637RT1, 2647RT1, 2657RT1, 2627RT2, EXP 05/2019",,II,,False,False,True,False,False,False,False,False,False,False,False,False,False,container_closure,unknown,unknown,641.0,2017,5,200000,12,High
Terminated,Lake Forest,IL,United States,Class II,"{'application_number': ['NDA019339'], 'brand_name': ['HEPARIN SODIUM AND DEXTROSE'], 'generic_name': ['HEPARIN SODIUM'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-4520', '0409-7793', '0409-7794'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['HEPARIN SODIUM'], 'rxcui': ['1658717'], 'spl_id': ['f38edcf9-1a8a-4d9c-91e5-ceb816b99578'], 'spl_set_id': ['eede8a0c-5ae6-4166-84b3-12081405f08e'], 'package_ndc': ['0409-7793-52', '0409-7793-62', '0409-7793-13', '0409-7793-23', '0409-7794-52', '0409-7794-62', '0409-4520-02', '0409-4520-30'], 'is_original_packager': [True], 'unii': ['ZZ45AB24CA']}",Drugs,68631,Hospira Inc.,275 N Field Dr,,60045-2579,Voluntary: Firm initiated,Letter,Nationwide,D-1425-2014,"Heparin Sodium in 5% Dextrose Injection, Heparin, 25,000 USP Heparin Units/250 mL (100 USP Heparin Units/mL), 250 mL, Single-Dose Container, Hospira, Inc., Lake Forest, IL 60045 USA,  NDC 0409-7793-62","142,152 bags",Lack of Assurance of Sterility: Confirmed consumer report of fluid leaking from primary container of bag.,2014-06-06,2014-07-09,2015-04-03,20140716,"Lot # 34-811-KL, 36-106-KL, 36-114-KL; Exp. 12/15; 36-101-KL, Exp. 12/15; 37-202-KL, Exp. 1/16; 38-302-KL, Exp. 2/16; 38-305-KL, Exp. 2/16",,II,142152.0,False,True,True,False,False,False,False,False,False,False,False,False,False,sterility_breach,unknown,injections,301.0,2014,5,271758,22,Critical
Terminated,Bedford,OH,United States,Class II,{},Drugs,68800,Ben Venue Laboratories Inc,300 Northfield Rd,,44146-4650,Voluntary: Firm initiated,Letter,Nationwide,D-1543-2014,"CYTARAbine for Injection USP, lyophiled in glass vials, 1 gram per vial, Rx only, Distributed by Bedford Laboratories, Bedford, OH 44146, Manufactured by Ben Venue Labs, Inc., Bedford, OH 44146, NDC 55390-808-01",7172 vials,Lack of Assurance of Sterility: Crimp defects during visual inspection could affect container closure integrity.,2014-07-31,2014-08-18,2014-12-02,20140827,Lot # 0161-13-2167551; Exp. 07/14  Lot # 0161-13-2176919; Exp. 08/14,,II,7172.0,False,True,True,False,False,False,False,False,False,False,False,False,False,sterility_breach,vials,injections,124.0,2014,5,228521,22,Critical
Terminated,Lake Forest,IL,United States,Class II,"{'application_number': ['NDA019466'], 'brand_name': ['DEXTROSE'], 'generic_name': ['DEXTROSE MONOHYDRATE'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-7100'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['DEXTROSE MONOHYDRATE'], 'rxcui': ['1795609', '1795610', '1795616'], 'spl_id': ['477c216c-7446-473a-892d-918faf1dc877'], 'spl_set_id': ['10e98cb0-31a5-4ad1-3eaa-aa4af387a42d'], 'package_ndc': ['0409-7100-68', '0409-7100-66', '0409-7100-69', '0409-7100-67', '0409-7100-04', '0409-7100-02', '0030404097', '3030409710'], 'is_original_packager': [True], 'unii': ['LX22YL083G'], 'upc': ['003040409710']}",Drugs,70642,Hospira Inc.,275 N Field Dr,,60045-2579,Voluntary: Firm initiated,Letter,Nationwide,D-0417-2015,"5% DEXTROSE Injection, USP, 250 mL ADD-Vantage Unit bag (NDC 0409-7100-02), UPC (01)0030404097100026; packaged in 24 bags per case pack (NDC 0409-7100-02), UPC (01)30304097100027(30)01, Rx ONLY, Hospira, Inc., Lake Forest, IL 60045.","94,440 bags",Lack of Assurance of Sterility: there is a potential for solution to leak at the administrative port of the primary container.,2015-03-05,2015-03-17,2016-12-09,20150325,"Lot: 37-042-JT, Exp 1JAN2016",,II,94440.0,False,True,True,False,False,False,False,False,False,False,False,False,False,sterility_breach,unknown,injections,645.0,2015,5,265838,22,Critical
Terminated,Northfield,IL,United States,Class II,{},Drugs,89036,Medline Industries Inc,3 Lakes Dr,N/A,60093-2753,Voluntary: Firm initiated,Letter,"Nationwide in the USA, Canada, Hong Kong, and Peru",D-0287-2022,"Hand Sanitizer Foam (ethyl alcohol), 62% v/v, packaged in a) 1.5 Oz. cans, NDC 53329-970-12; b) 8 Oz. (227 g) cans, NDC 53329-970-08; and c) 16 Oz. (453 g) cans, NDC 53329-970-06;  Manufactured for: Medline Industries, Inc., Northfield, IL 60093.","470,555 bottles",Defective Container: Customer complaints for leaking bottles and dispensing issues.,2021-11-08,2021-12-17,2024-08-28,20211229,"Lot #: a) 32890, exp 04/2022; 33141, 33215, exp 10/2022; 33350, exp 12/2022; 33461, exp 03/2023; b) 32858, exp 02/2022; 32889, exp 03/2022; 32968, 32977, 32975, 32984, exp 06/2022; 33294, 33295, 33322, 33323, exp 12/2022; 33384, exp 01/2023; Lot 33620, exp 07/2023; c) 32728, exp 10/2021; 32859, 32889, exp 03/2022; 32985, 32988, 33004, exp 06/2022; 33339, exp 12/2022; 33501, exp 03/2023; 33502, exp 04/2023; 33621, 33622, exp 07/2023",,II,470555.0,False,False,True,False,False,False,False,False,False,False,False,False,False,container_closure,unknown,unknown,1024.0,2021,5,289087,12,High
Ongoing,Wichita,KS,United States,Class III,{},Drugs,93453,Fagron Compounding Services,8710 E 34th St N,,67226-2636,Voluntary: Firm initiated,Telephone,Nationwide in the USA,D-0125-2024,"Tropicamide 1% (10mg/mL), Cyclopentolate 1% (10mg/mL), Phenylephrine 2.5% (25mg/mL), Ketorolac 0.5% (5mg/mL), 5 mL bottles, For Topical Ophthalmic Use Only, Not for IV Use, This is a Compounded Drug, Hospital & Office Use Only, Fagron Sterile Services, 8710 E 34th St N Wichita, KS 67226.  NDC 71266-8240-01",756 bottles,Labeling: Label Mix-Up: The label of a dropper bottle mistakenly states the container is a 0.5mL single-use syringe instead of a 5 mL dropper,2023-11-10,2023-11-28,,20231206,"Lot #:  C274-000033372, Exp. Date 01-17-2024; C274-000033764, Exp. Date 02-06-2024",,III,756.0,True,False,False,False,False,False,False,False,False,False,True,False,False,cross_contamination,bottles,unknown,,2023,1,19595,5,Low
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,90676,"Akorn, Inc",5605 Centerpoint Ct Ste B,,60031-5278,Voluntary: Firm initiated,Letter,Nationwide USA,D-1361-2022,"PrednisoLONE Oral Solution USP, 15 mg per 5 mL, 240 ml bottle, Rx Only, HI-TECH PHARMACAL CO., INC., Amityville, NY 11701. NDC: 50383-042-24","14,712 bottles",Defective Container: Product has incomplete induction seals.,2022-08-01,2022-08-19,,20220824,"Lot#  379804, Exp. 8/31/2023",,II,14712.0,False,False,False,True,False,False,False,False,False,False,False,False,False,blister_seal,bottles,solutions,,2022,5,238922,13,High
Terminated,Lake Forest,IL,United States,Class I,"{'application_number': ['NDA018916'], 'brand_name': ['HEPARIN SODIUM'], 'generic_name': ['HEPARIN SODIUM'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-1005', '0409-7620', '0409-2222'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['HEPARIN SODIUM'], 'rxcui': ['1658690', '1658692'], 'spl_id': ['c38c96a5-ff8a-43b6-a598-dfd044719d89'], 'spl_set_id': ['32e34077-aff1-4ec7-f9b0-b8e240768fb8'], 'package_ndc': ['0409-7620-13', '0409-7620-03', '0409-7620-49', '0409-7620-59', '0409-1005-01', '0409-1005-20', '0409-2222-01', '0409-2222-12'], 'is_original_packager': [True], 'unii': ['ZZ45AB24CA']}",Drugs,69214,Hospira Inc.,275 N Field Dr,,60045-2579,Voluntary: Firm initiated,Letter,Nationwide,D-0324-2015,"HEPARIN SODIUM, 1000 USP Heparin Units/500 mL (2 USP Heparin Units/mL), in 0.9% Sodium Chloride Injection, 500 mL flexible container unit, Rx only, Hospira Inc., Lake Forest, IL 60045, NDC 0409-7620-03","63,378 flexible container units","Presence of Particulate Matter: A particulate, confirmed as human hair, was found sealed between the tube and film at the round seal of the unused administrative port of the container.",2014-09-11,2014-12-23,2016-01-04,20141231,"Lot #: 41-046-JT, Exp 11/01/2015",,I,63378.0,False,False,False,False,False,True,False,False,False,False,False,False,False,foreign_substance,unknown,injections,480.0,2014,10,2600646,19,Critical
Terminated,Warren,NJ,United States,Class II,"{'application_number': ['ANDA211776'], 'brand_name': ['DIFLUPREDNATE'], 'generic_name': ['DIFLUPREDNATE'], 'manufacturer_name': ['Cipla USA Inc.'], 'product_ndc': ['69097-341'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['OPHTHALMIC'], 'substance_name': ['DIFLUPREDNATE'], 'rxcui': ['804544'], 'spl_id': ['825a55a7-ffdf-4fde-bbb2-486cbd16e602'], 'spl_set_id': ['8a7254de-a7a2-476d-9295-c41926267ec9'], 'package_ndc': ['69097-341-35'], 'is_original_packager': [True], 'unii': ['S8A06QG2QE']}",Drugs,90608,CIPLA,10 Independence Blvd,N/A,07059-2730,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1283-2022,"Difluprednate Ophthalmic Emulsion, 0.05%, 5ml bottles, Rx only, Mfd. by: Cipla Ltd., India At M/S Indoco Remedies Limited., L-32, 33, 34, Verna Industrial area, Verna - Goa, 403722, India; Mfd. for: Cipla USA, Inc., 10 Independence Boulevard, Suite 300, Warren, NJ  07059,  NDC 69097-341-35.","8,136 bottles",Lack of Assurance of Sterility: customer complaint for defective container where breakage of the protective cap exposes tip of eye drop which could compromise sterility.,2022-07-14,2022-07-20,2023-11-27,20220727,"Batch# DEG4LC2, exp. date 05/2023",,II,8136.0,False,True,False,False,False,False,False,False,False,False,False,False,False,sterility_breach,bottles,unknown,501.0,2022,5,230347,15,High
Terminated,Theda,N/A,India,Class III,"{'application_number': ['ANDA209361'], 'brand_name': ['CLOBETASOL PROPIONATE'], 'generic_name': ['CLOBETASOL PROPIONATE'], 'manufacturer_name': ['Macleods Pharmaceuticals Limited'], 'product_ndc': ['33342-321'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['TOPICAL'], 'substance_name': ['CLOBETASOL PROPIONATE'], 'spl_id': ['7b4cca50-7139-4d48-8f4a-f8204fc46b2e'], 'spl_set_id': ['5ad9c808-6095-4d86-b140-e0f6d4079a3a'], 'package_ndc': ['33342-321-86', '33342-321-39', '3334203218'], 'is_original_packager': [True], 'upc': ['0333342321398', '0333342321862'], 'unii': ['779619577M']}",Drugs,81914,Oxalis Labs,Lodhimajra,Tehsil - Baddi,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed to 4 major distributors in IL, NY, AR, KY who may have further distribute the product throughout the United States.",D-0492-2019,"Clobetasol Propionate Topical Solution USP, 0.05% w/w, 50 mL bottle, Manufactured for: Macleods Pharma USA, Inc.  Plainsboro, NJ 08536  Manufacturer: Macleods Pharmaceuticals Ltd Al Oxalis Labs Baddi Himachal Pradesh INDIA, UPC Code 33342032186 ---- NDC 33342-321-86","53,358 bottles",Defective Container; complaints of leakage.,2019-01-11,2019-02-14,2019-11-06,20190220,"Lot Numbers:  PCA801A, PCA802A, PCA803A, exp. date 12/2019; PCA804A, PCA805A, PCA806A, PCA807A, exp. date 04/2020",,III,53358.0,False,False,True,False,False,False,False,False,False,False,False,False,False,container_closure,bottles,solutions,299.0,2019,1,25757,8,Medium
Terminated,Largo,FL,United States,Class II,{},Drugs,62421,"VistaPharm, Inc.",7265 Ulmerton Rd,N/A,33771-4809,Voluntary: Firm initiated,Letter,Nationwide,D-1440-2012,"Xactdose Phenytoin Oral Suspension, USP 125 mg/5mL, supplied in 5 mL unit dose cups, VISTAPHARM, Largo, FL  NDC 66689-036-50","27,221 unit dose cups",Defective container; lidding deformity allows the contained product to transpire causing potential viscosity and assay failures. The viscosity and assay failures were due to the loss of moisture. The loss of moisture caused the viscosity to increase and assay to increase relative to the sample volume.,2011-09-30,2012-08-02,2013-12-12,20120808,"Lot #'s 210900, 214000, 220100, 224800, 228700, 232800",,II,27221.0,False,False,False,False,True,False,True,False,False,False,False,False,False,moisture_ingress,blisters,unknown,804.0,2011,5,247830,11,High
Terminated,Warren,NJ,United States,Class II,"{'application_number': ['ANDA211776'], 'brand_name': ['DIFLUPREDNATE'], 'generic_name': ['DIFLUPREDNATE'], 'manufacturer_name': ['Cipla USA Inc.'], 'product_ndc': ['69097-341'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['OPHTHALMIC'], 'substance_name': ['DIFLUPREDNATE'], 'rxcui': ['804544'], 'spl_id': ['825a55a7-ffdf-4fde-bbb2-486cbd16e602'], 'spl_set_id': ['8a7254de-a7a2-476d-9295-c41926267ec9'], 'package_ndc': ['69097-341-35'], 'is_original_packager': [True], 'unii': ['S8A06QG2QE']}",Drugs,90796,CIPLA,10 Independence Blvd,N/A,07059-2730,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1499-2022,"Difluprednate Ophthalmic Emulsion, 0.05%, 5 mL bottle, RX only, Manufactured by Cipla Ltd., India, Manufactured for: Cipla USA, Inc., NJ 07059, NDC 69097-341-35.","117,844 bottles",Lack of Assurance of Sterility: customer complaint for defective container where breakage of the protective cap exposes tip of eye drop which could compromise sterility.,2022-08-22,2022-09-07,2023-11-27,20220914,"Lot #: DEG1HC2, DEG2HC2, DEG3HC2, DEG4HC2, DEG5HC2, DEG6HC2, Exp 01/2023; DEG1IC2,   DEG2IC2, DEG3IC2, DEG4IC2, Exp 02/2023; DEG1LC2, DEG2LC2, Exp 05/2023; DEG1BD2, DEG2BD2, DEG3BD2, Exp 07/2023",,II,117844.0,False,True,False,False,False,False,False,False,False,False,False,False,False,sterility_breach,bottles,unknown,462.0,2022,5,269043,15,High
Terminated,Sellersville,PA,United States,Class II,"{'application_number': ['ANDA065332'], 'brand_name': ['CEFDINIR'], 'generic_name': ['CEFDINIR'], 'manufacturer_name': ['Teva Pharmaceuticals USA, Inc.'], 'product_ndc': ['0093-4136', '0093-4137'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['CEFDINIR MONOHYDRATE'], 'rxcui': ['309054', '476576'], 'spl_id': ['7f269e55-b085-4315-807a-e425f0189b2c'], 'spl_set_id': ['a1f49fe1-b511-4f6b-a912-8ae8662d95a5'], 'package_ndc': ['0093-4136-64', '0093-4136-73', '0093-4137-64', '0093-4137-73'], 'is_original_packager': [True], 'unii': ['6E7SN358SE']}",Drugs,64480,"Teva Pharmaceuticals USA, Inc.",650 Cathill Rd,,18960-1512,Voluntary: Firm initiated,Letter,Nationwide,D-247-2013,"Cefdinir for Oral Suspension, 125 mg/5 mL, packaged in a) 60 mL bottle (NDC 0093-4136-64); b) 100 mL bottle (NDC 0093-4136-73), Rx only, Teva Pharmaceuticals USA, Sellersville, PA  18960.","62,187 bottles",Defective Container: This recall is being carried out due to the potential for improperly sealed bottles.,2013-02-26,2013-04-10,2014-01-15,20130417,"a) Lot #: 30304253A, Exp 12/13; b) Lot #: 30304144A, Exp 12/13 and 30304477A, Exp 03/14",,II,62187.0,False,False,False,False,False,False,False,False,False,False,False,True,False,packaging_defect,bottles,unknown,323.0,2013,5,259789,5,Low
Ongoing,"Aurangabad, Maharashtra State",,India,Class II,"{'application_number': ['ANDA077259'], 'brand_name': ['TIMOLOL MALEATE'], 'generic_name': ['TIMOLOL MALEATE'], 'manufacturer_name': ['Rising Pharma Holdings, Inc.'], 'product_ndc': ['64980-513', '64980-514'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['OPHTHALMIC'], 'substance_name': ['TIMOLOL MALEATE'], 'rxcui': ['1923428', '1992303'], 'spl_id': ['7ef88352-6fe4-48a4-b72b-15419d3ed051'], 'spl_set_id': ['2ed21930-1e05-46de-8acd-cb6f4798a7fa'], 'package_ndc': ['64980-513-05', '64980-513-01', '64980-513-15', '64980-514-05', '64980-514-01', '64980-514-15'], 'is_original_packager': [True], 'upc': ['0364980513050', '0364980514057'], 'unii': ['P8Y54F701R']}",Drugs,97219,FDC Limited,B-8 MIDC Industrial Area,Waluj District,N/A,Voluntary: Firm initiated,Letter,U.S Nationwide.,D-0543-2025,"Timolol Maleate Ophthalmic Solution USP, 0.5%, Sterile, 5mL bottles, Rx only, Manufactured by: FDC Limited, Waluj, Aurangabad, Maharashtra, India, Distributed by: Rising Pharmaceuticals Inc, New Jersey, NDC 64980-514-05.","154,176 bottles",Defective Container: spike of the cap becomes lodged in the nozzle of the product bottle.,2025-07-05,2025-07-29,,20250806,"Lot#: 083L061, Exp.: 11/2025.",,II,154176.0,False,False,False,False,False,False,False,False,False,False,False,True,False,packaging_defect,bottles,solutions,,2025,5,272933,5,Low
Terminated,Buena,NJ,United States,Class II,{},Drugs,88884,"Teligent Pharma, Inc.",105 Lincoln Avenue,,08310,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0258-2022,"Diclofenac Sodium Topical Solution USP, 1.5 w/w, 5 fl oz (150 mL) plastic bottles, Rx only, Teligent Pharma, Inc., Buena, New Jersey, 08310, NDC 52565-002-05",2664 bottles,Defective Container,2021-10-19,2021-11-23,2024-06-18,20211201,"Lot #: 15188, Exp 2/2023",,II,2664.0,False,False,False,False,False,False,False,False,False,False,False,True,False,packaging_defect,bottles,solutions,973.0,2021,5,214184,5,Low
